name,prefecture,address,business_hours,closed_days,latitude,longitude,source_url
しおのえ,香川県,香川県高松市塩江町安原上東390番地21,8:00 - 19:00（3 - 10月） / 8:00 - 18:00（11 - 2月）,毎週火曜日（火曜日が祝祭日の場合は翌日休暇）,34.17019,134.08206,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%81%8A%E3%81%AE%E3%81%88
たからだの里さいた,香川県,香川県三豊市財田町財田上180番地6,8:00 - 18:00,月曜日(祝日の場合営業) ...,34.11017,133.79794,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%9F%E3%81%8B%E3%82%89%E3%81%A0%E3%81%AE%E9%87%8C%E3%81%95%E3%81%84%E3%81%9F
とよはま,香川県,香川県観音寺市豊浜町箕浦字大西甲2506番地,9:00 - 18:00,【売店】月曜日（月曜日が祝日の場合は営業し、翌日が休業日）,34.04264,133.60139,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A8%E3%82%88%E3%81%AF%E3%81%BE
ながお,香川県,香川県さぬき市前山940番地12,9:00 - 16:00（月 - 土） / 8:00 - 16:00（日）,年末年始,34.22125,134.17492,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8C%E3%81%8A
ふれあいパークみの,香川県,香川県三豊市三野町大見乙74番地,8:30 - 17:00,毎月第2水曜日(5･7･8･12月は無休),34.22642,133.72286,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%82%8C%E3%81%82%E3%81%84%E3%83%91%E3%83%BC%E3%82%AF%E3%81%BF%E3%81%AE
みろく,香川県,香川県さぬき市大川町富田中3298番地1,9:00 - 17:45,毎週水曜日,34.25814,134.24244,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%82%8D%E3%81%8F
大坂城残石記念公園,香川県,香川県土庄町小海甲909-1,9:00 - 17:00,12月29日～1月3日,34.53394,134.24217,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E5%9D%82%E5%9F%8E%E6%AE%8B%E7%9F%B3%E8%A8%98%E5%BF%B5%E5%85%AC%E5%9C%92
小豆島ふるさと村,香川県,香川県小豆島町室生2084番地1,8:30 - 17:30,売店・喫茶：年中無休,34.47111,134.236,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E8%B1%86%E5%B3%B6%E3%81%B5%E3%82%8B%E3%81%95%E3%81%A8%E6%9D%91
小豆島オリーブ公園,香川県,香川県小豆島町西村甲1941番地1,8:30 - 17:00,年中無休,34.47283,134.27369,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E8%B1%86%E5%B3%B6%E3%82%AA%E3%83%AA%E3%83%BC%E3%83%96%E5%85%AC%E5%9C%92
恋人の聖地 うたづ臨海公園,香川県,香川県宇多津町浜一番丁4番地,9:00 - 21:00,うたづ海ホタル：毎週月曜日（その日が祝日の場合は翌日）年末年始,34.31342,133.80783,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%81%8B%E4%BA%BA%E3%81%AE%E8%81%96%E5%9C%B0_%E3%81%86%E3%81%9F%E3%81%A5%E8%87%A8%E6%B5%B7%E5%85%AC%E5%9C%92
津田の松原,香川県,香川県さぬき市津田町津田103番地3,9:00 - 17:00,1月1日,34.28528,134.25325,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B4%A5%E7%94%B0%E3%81%AE%E6%9D%BE%E5%8E%9F
源平の里むれ,香川県,香川県高松市牟礼町原631番地7[https://www1.g-reiki.net/city.takamatsu/reiki_honbun/o102RG00000626.html 高松市道の駅源平の里むれ条例],9:00 - 17:00,第1・3水曜日,34.33375,134.15753,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%BA%90%E5%B9%B3%E3%81%AE%E9%87%8C%E3%82%80%E3%82%8C
滝宮,香川県,香川県綾川町大字滝宮1578番地,9:00 - 17:00,毎週火曜日（農産物直売所と鰻のへそを除き祝日等は営業）,34.24992,133.91697,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%BB%9D%E5%AE%AE
瀬戸大橋記念公園,香川県,香川県,通年｜9:00～17:00 ...,] 月曜（注1）但しＧＷ・夏休み期間を除く、12/29～1/1,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%80%AC%E6%88%B8%E5%A4%A7%E6%A9%8B%E8%A8%98%E5%BF%B5%E5%85%AC%E5%9C%92
空の夢もみの木パーク,香川県,香川県まんのう町追上424番地1,8:30 - 18:00,] 12/31～1/5,34.15489,133.82161,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E7%A9%BA%E3%81%AE%E5%A4%A2%E3%82%82%E3%81%BF%E3%81%AE%E6%9C%A8%E3%83%91%E3%83%BC%E3%82%AF
香南楽湯,香川県,香川県高松市香南町横井997番地2,9:00 - 22:00,第3水曜日（祝日の場合は翌日休）,34.23939,134.00733,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%A6%99%E5%8D%97%E6%A5%BD%E6%B9%AF
うわじま きさいや広場,愛媛県,愛媛県宇和島市弁天町1丁目318-16,9:00 - 18:00,1月1日（元旦）,33.22239,132.55825,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%86%E3%82%8F%E3%81%98%E3%81%BE_%E3%81%8D%E3%81%95%E3%81%84%E3%82%84%E5%BA%83%E5%A0%B4
きなはい屋しろかわ,愛媛県,愛媛県西予市城川町下相1008番地1,9:00 - 18:00,／9:00～18:00、無休,33.37978,132.74942,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8D%E3%81%AA%E3%81%AF%E3%81%84%E5%B1%8B%E3%81%97%E3%82%8D%E3%81%8B%E3%82%8F
しまなみの駅御島,愛媛県,愛媛県今治市大三島町宮浦3260,8:30 - 17:00,年中無休,34.24894,133.00533,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%97%E3%81%BE%E3%81%AA%E3%81%BF%E3%81%AE%E9%A7%85%E5%BE%A1%E5%B3%B6
どんぶり館,愛媛県,愛媛県西予市宇和町稲生118,8:00 - 18:00,毎週土曜日.,33.35497222,132.52713889,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%A9%E3%82%93%E3%81%B6%E3%82%8A%E9%A4%A8
なかやま,愛媛県,愛媛県伊予市中山町中山子271,8:30 - 17:30,第３月曜日,33.66981,132.69483,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8B%E3%82%84%E3%81%BE
ひろた,愛媛県,愛媛県砥部町総津162-1,8:00 - 17:00,] 毎月第1月曜日(祝日の場合は翌日)、12/31～1/3,33.64053,132.79986,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B2%E3%82%8D%E3%81%9F
ふたみ,愛媛県,愛媛県伊予市双海町高岸2326,9:00 - 18:00,第3火曜日,33.68508,132.63403,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%B5%E3%81%9F%E3%81%BF
みかわ (愛媛県),愛媛県,愛媛県久万高原町上黒岩2840-1,7:00 - 18:00,3/17(火). 年末年始は売店・ヤマザキショップは12/31～1/2がお休み。 久万山 ...,33.61419,132.97,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%8B%E3%82%8F_(%E6%84%9B%E5%AA%9B%E7%9C%8C)
みしょうMIC,愛媛県,愛媛県愛南町御荘平城4296番地1,9:00 - 18:00,年中無休,32.95878,132.56139,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%97%E3%82%87%E3%81%86MIC
みま,愛媛県,愛媛県宇和島市三間町務田180-1,9:00 - 18:00,1月1日、毎週火曜日（祝日の場合は翌日に振替）,33.28642,132.59606,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%BF%E3%81%BE
よしうみいきいき館,愛媛県,愛媛県今治市吉海町名4520-2,9:00 - 18:00,は変更となる場合がございますので、ご来店前に店舗にご確認ください。,34.12739,133.02203,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%88%E3%81%97%E3%81%86%E3%81%BF%E3%81%84%E3%81%8D%E3%81%84%E3%81%8D%E9%A4%A8
マイントピア別子,愛媛県,愛媛県,エリアMAP,／2月第3週の月曜日から１週間程度休館,,,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%83%9E%E3%82%A4%E3%83%B3%E3%83%88%E3%83%94%E3%82%A2%E5%88%A5%E5%AD%90
今治市多々羅しまなみ公園,愛媛県,愛媛県今治市上浦町大字井口9180-2,9:00 - 17:00,] ※冬季休館日あり,34.25492,133.05447,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BB%8A%E6%B2%BB%E5%B8%82%E5%A4%9A%E3%80%85%E7%BE%85%E3%81%97%E3%81%BE%E3%81%AA%E3%81%BF%E5%85%AC%E5%9C%92
今治湯ノ浦温泉,愛媛県,愛媛県今治市長沢甲252-2,9:00 - 18:00 / （7・8月のみ8:30 - 18:30）,／無休,33.99278,133.04844,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BB%8A%E6%B2%BB%E6%B9%AF%E3%83%8E%E6%B5%A6%E6%B8%A9%E6%B3%89
伊方きらら館,愛媛県,愛媛県伊方町九町越,9:00 - 18:00（4 - 9月） / 9:00 - 17:00（10 - 3月）,／4月～9月 9:30～5:30、10月～3月 9:30～5:00　年末年始（12/29～1/1）,33.48092,132.30767,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%8A%E6%96%B9%E3%81%8D%E3%82%89%E3%82%89%E9%A4%A8
伯方S・Cパーク,愛媛県,愛媛県今治市伯方町叶浦甲1668-1,9:00 - 17:00,] 無休　＊冬季休館日あり,34.20278,133.0755,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BC%AF%E6%96%B9S%E3%83%BBC%E3%83%91%E3%83%BC%E3%82%AF
佐田岬半島ミュージアム,愛媛県,愛媛県伊方町塩成乙293,9:30 - 17:30,月曜日（月曜日が祝日の場合はその翌平日）、,33.44744,132.25811,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E4%BD%90%E7%94%B0%E5%B2%AC%E5%8D%8A%E5%B3%B6%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%B8%E3%82%A2%E3%83%A0
八幡浜みなっと,愛媛県,愛媛県八幡浜市字沖新田1581番地23,9:00 - 21:30,] 不定休,33.45819,132.41825,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%85%AB%E5%B9%A1%E6%B5%9C%E3%81%BF%E3%81%AA%E3%81%A3%E3%81%A8
内子フレッシュパークからり,愛媛県,愛媛県内子町大字内子2452,8:00 - 18:00,毎週水曜日,33.55492,132.65847,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%86%85%E5%AD%90%E3%83%95%E3%83%AC%E3%83%83%E3%82%B7%E3%83%A5%E3%83%91%E3%83%BC%E3%82%AF%E3%81%8B%E3%82%89%E3%82%8A
天空の郷さんさん,愛媛県,愛媛県久万高原町入野1855番地6,9:00 - 17:00,みちのえき　てんくうのさとさんさん,33.66117,132.89847,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A9%E7%A9%BA%E3%81%AE%E9%83%B7%E3%81%95%E3%82%93%E3%81%95%E3%82%93
小松オアシス,愛媛県,愛媛県西条市小松町新屋敷乙22-29,9:00 - 18:00,] 年中無休,33.88364,133.10767,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E6%9D%BE%E3%82%AA%E3%82%A2%E3%82%B7%E3%82%B9
小田の郷せせらぎ,愛媛県,愛媛県内子町寺村251番地1,8:00 - 18:30,] 12／31～1/3,33.56853,132.80072,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%B0%8F%E7%94%B0%E3%81%AE%E9%83%B7%E3%81%9B%E3%81%9B%E3%82%89%E3%81%8E
広見森の三角ぼうし,愛媛県,愛媛県鬼北町大字永野市138番地6,9:00 - 18:00,／月曜（祝日の場合営業）、8月無休、年始（1/1）,33.254,132.687,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%BA%83%E8%A6%8B%E6%A3%AE%E3%81%AE%E4%B8%89%E8%A7%92%E3%81%BC%E3%81%86%E3%81%97
日吉夢産地,愛媛県,愛媛県鬼北町下鍵山54番地,8:30-19:00,〒798-1502 愛媛県北宇和郡鬼北町下鍵山54,33.33025,132.79831,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%97%A5%E5%90%89%E5%A4%A2%E7%94%A3%E5%9C%B0
津島やすらぎの里,愛媛県,愛媛県宇和島市津島町高田甲830-1,|都道府県名=愛媛県,毎月第1・3 月曜日（祝日の場合は、その翌日）,33.13964,132.52042,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B4%A5%E5%B3%B6%E3%82%84%E3%81%99%E3%82%89%E3%81%8E%E3%81%AE%E9%87%8C
清流の里ひじかわ,愛媛県,愛媛県大洲市肱川町宇和川3030番地,8:00 - 18:00,: 定休日1月1日 ; 電話番号：: 0893-34-2700.,33.46097,132.677,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E6%B8%85%E6%B5%81%E3%81%AE%E9%87%8C%E3%81%B2%E3%81%98%E3%81%8B%E3%82%8F
虹の森公園まつの,愛媛県,愛媛県松野町大字延野々1510-1,9:30 - 17:00,〈1月1日　元旦〉,33.22964,132.70983,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E8%99%B9%E3%81%AE%E6%A3%AE%E5%85%AC%E5%9C%92%E3%81%BE%E3%81%A4%E3%81%AE
霧の森,愛媛県,愛媛県四国中央市新宮町馬立4491-1,9:00 - 18:00,月曜日（祝日の場合、翌平日）4～8月は無休（霧の森交湯～館を除く）,33.92411,133.64111,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%9C%A7%E3%81%AE%E6%A3%AE
風早の郷風和里,愛媛県,愛媛県松山市大浦119番地,9:00 - 18:00（夏期） / 9:00 - 17:00（上記以外）,／木曜日,33.99667,132.77236,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E9%A2%A8%E6%97%A9%E3%81%AE%E9%83%B7%E9%A2%A8%E5%92%8C%E9%87%8C
633美の里,高知県,高知県いの町上八川甲1160番地2,9:00 - 18:00,年末年始,33.64367,133.32833,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85633%E7%BE%8E%E3%81%AE%E9%87%8C
あぐり窪川,高知県,高知県四万十町平串284-1,8:00 - 18:00,奇数月の第3水曜日（3月は末日）,33.23122,133.14922,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%82%E3%81%90%E3%82%8A%E7%AA%AA%E5%B7%9D
かわうその里すさき,高知県,高知県須崎市下分甲263番地3,9:00 - 19:00（夏季の日祝） / 9:00 - 18:00（上記以外）,不定休,33.38764,133.27469,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%8B%E3%82%8F%E3%81%86%E3%81%9D%E3%81%AE%E9%87%8C%E3%81%99%E3%81%95%E3%81%8D
すくも,高知県,高知県宿毛市坂ノ下1023-44,9:00 - 17:00,年中無休（管理棟メインテナンス時に休館する事があります）。,32.91619,132.7125,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%99%E3%81%8F%E3%82%82
なかとさ,高知県,高知県中土佐町久礼8645-2,9:00 - 19:00,は異なります,33.32325,133.23561,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%8B%E3%81%A8%E3%81%95
なぶら土佐佐賀,高知県,高知県黒潮町佐賀1350番地,7:00 - 19:00,不定休　※公式ホームページをご確認ください。,33.08675,133.10178,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%81%AA%E3%81%B6%E3%82%89%E5%9C%9F%E4%BD%90%E4%BD%90%E8%B3%80
めじかの里土佐清水,高知県,高知県土佐清水市三崎字西シリソメ671-1,8:30 - 17:00,火曜日. 集楽活動センター下川口家. 公式Facebook.,32.79367,132.88311,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%81%E3%81%98%E3%81%8B%E3%81%AE%E9%87%8C%E5%9C%9F%E4%BD%90%E6%B8%85%E6%B0%B4
やす,高知県,高知県香南市夜須町千切537-90,8:00 - 22:30,は異なります）,33.53417,133.75369,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%84%E3%81%99
ゆすはら,高知県,高知県檮原町太郎川3799番地3,7:30 - 21:00,] 無（臨時休業あり、詳しくはお問い合わせください）,33.38833,132.94497,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%86%E3%81%99%E3%81%AF%E3%82%89
よって西土佐,高知県,高知県四万十市西土佐江川崎2410-3,|都道府県名=高知県,12月～2月は火曜日定休（火曜祝日の場合は営業）,33.17314,132.78894,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%88%E3%81%A3%E3%81%A6%E8%A5%BF%E5%9C%9F%E4%BD%90
キラメッセ室戸,高知県,高知県室戸市吉良川町丙890-11,（3月 - 10月）8:30 - 20:00 / （11月 - 2月）8:30 - 19:30,月曜日（祝日の場合翌日）,33.30644,134.11025,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%82%AD%E3%83%A9%E3%83%A1%E3%83%83%E3%82%BB%E5%AE%A4%E6%88%B8
ビオスおおがた,高知県,高知県黒潮町浮鞭953-1,7:00 - 19:00,不定休（月1回）,33.03503,133.027,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E3%83%93%E3%82%AA%E3%82%B9%E3%81%8A%E3%81%8A%E3%81%8C%E3%81%9F
南国風良里,高知県,高知県南国市左右山102番地1,9:00 - 18:00,奇数月の火曜日1回 · ※レストラン風 ...,33.61103,133.64194,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%8D%97%E5%9B%BD%E9%A2%A8%E8%89%AF%E9%87%8C
四万十とおわ,高知県,高知県四万十町十和川口62-9,7:30 - 18:00（夏期） / 8:00 - 17:00（冬期）,⚫ とおわ食堂／5月～6月、12月～2月の水曜日,33.22389,132.83561,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9B%9B%E4%B8%87%E5%8D%81%E3%81%A8%E3%81%8A%E3%82%8F
四万十大正,高知県,高知県四万十町大正17-1,9:00 - 17:00,12月31日から1月3日、第1月曜日,33.18275,132.97131,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9B%9B%E4%B8%87%E5%8D%81%E5%A4%A7%E6%AD%A3
土佐さめうら,高知県,高知県土佐町田井448-2,9:00 - 18:00,無（食堂は火曜）. 土佐さめうらBBQテラス とさあかうしとささめうらばーべきゅ ...,33.74264,133.54428,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9C%9F%E4%BD%90%E3%81%95%E3%82%81%E3%81%86%E3%82%89
土佐和紙工芸村,高知県,高知県いの町鹿敷1226,9:00 - 18:00,] 水曜日(8月のみ無休・年末年始休）,33.57356,133.36619,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%9C%9F%E4%BD%90%E5%92%8C%E7%B4%99%E5%B7%A5%E8%8A%B8%E6%9D%91
大山,高知県,高知県安芸市下山1400番地,8:30 - 18:00（4 - 9月） / 8:30 - 17:00（10 - 3月）,水（祝日の場合は翌営業日）年末年始. 更新日 2025年12月08日. 近隣の観光スポット.,33.47014,133.94403,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E5%B1%B1
大月,高知県,高知県大月町大字弘見2610番地,8:30 - 17:00,1/1、1/2（レストランは火曜）. 更新日 2026年01月21日. 近隣の観光 ...,32.82878,132.70939,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E6%9C%88
大杉,高知県,高知県大豊町杉743番地1,8:00 - 17:00 / 8:00 - 20:00（GW、夏期）,なし ; お問い合わせ: 0887-72-1417 ...,33.75089,133.66336,https://ja.wikipedia.org/wiki/%E9%81%93%E3%81%AE%E9%A7%85%E5%A4%A7%E6%9D%89
